# #id    annotatorid    label    a1    a2
58869_14004	goldLabel	equal	porn is not wrong unless its sick porn eg child,animal or rape but the other pornography is ok aslong as its viewed in a discreet manner.	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
13991_14004	goldLabel	a2	I also find it telling that there's (as of now) seven votes for "Porn is wrong", but no one is willing (able?) to say why.	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
37291_14004	goldLabel	a2	whatever ? porn is a f**king way of life ? i bet yous any money that all the people on the yes argument on how porn is wrong are virgins :L	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
14004_54763	goldLabel	equal	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	Porn isn't inherently wrong because It really can't substantially harm anyone who isn't involved in it by choice.It really is just as simple as that.
14004_13989	goldLabel	equal	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	The question is: who has the right to prohibit it? Government? Why would there be any pressing need at all for the state to outlaw pornography? Look at Europe- they're cool with pretty much everything. I don't see any moral depravity in Europe, do you?
14004_73596	goldLabel	a2	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	All these arguments about that porn leads to addiction are annoying me now -_- . Porn hardly ever leads to addiction, just in weak people, maybe who have mental health issues, or attachment issues or find it hard to separate fantasy from reality. I watch porn once or twice a day when i'm on my own but also have a great boyfriend and we have sex once or twice (sometimes three, if i'm lucky!) times a week, we use porn to spice things up in the bedroom but we know it's all fantasy, we're not idiots, we just have desires that need to be met!
14007_14004	goldLabel	a2	Porn isn't wrong, as long as you aren't doing it behind your partner's back. It's only degrading to the women who choose to pose.	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
14004_38908	goldLabel	a1	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	i LIKE porn, jerking off is always a good time
37675_14004	goldLabel	equal	Porn is entertainment. Is it wrong and evil to have swear words in songs, because some people don't like it? Of course not. Should sex scenes in movies or TV shows be illegal? Nope. If you do not like porn, don't watch it. If you like it, it is your right to watch it.	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
14004_69927	goldLabel	equal	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	Some people say God is against porn. But we won't know that because the bible does not mench porn because it did not exist during biblical times. So how do we know it is a sin?
14004_13986	goldLabel	equal	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	All humans have sexual desires. Sometimes, one just isn't in the mood for sex, and would like simple release. Pornography facilitates this.
14004_13998	goldLabel	a2	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	me and my wife share an exciting and passionate love life. we love the porn. we pop it on and use it to kick it up a notch. set the room on fire. for us itt is a way to share and expand the love we enjoy together in the bedroom. so as long as it is legal and everyone is of age then there should be no problem.
74812_14004	goldLabel	equal	NO. I am a female who watches porn. It does not bother me if my boyfriend watches porn. I think its natural for people to have sexual desires. If people feel uncomfortable with the idea, just don't watch it. But, people who love porn can watch all the videos they want and I see no wrong with that.	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
14004_35341	goldLabel	equal	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	it is not wrong, and if your talking about the actors doing the scene its theyre choice..they like doing it and its not degrading to women they wanna do it. we have freedom of expression you know. and it also helps some of us to be open about sex
61111_14004	goldLabel	a2	Everyone has sex, so making a profit on it isn't wrong it's genius	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
13988_14004	goldLabel	a1	Everyone has their own desires, and sure women are degraded by pornography but it's their choice to choose that career path. If they want to be in that business, it's their choice.	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
14004_49684	goldLabel	a1	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	It is no more wrong than any other form of expression that is used for exploitation.
14004_37292	goldLabel	a1	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?	hmm, yess there either all virgins or still live at home with there mothers and cant have porn LOL
13987_14004	goldLabel	a2	Yeah, women are degraded by pornography, but if it's already done, why shouldn't we watch it? We can't stop something that has already happened, so let's just go for it :P	Porn kills nobody. It's a profitable source of entertainment for some. Can somebody really tell me what's wrong with it without injecting their moral standards into the argument?
