# #id    turkerid    label    a1    a2
arg246334_arg613494	A1WXGWALMQ2EE7	a2	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	No one has ever waged a war in the name of atheism.
arg246334_arg488146	A3TKD7EJ6BM0M5	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity: belief in rape, genocide, hell fire, unscientific claims, superstition, eternal torture, pedophilia, incest, matricide, infanticide, bestiality, talking donkeys, talking snakes, etc Atheism: the rejection of these claims based on logic, observation, and common sense
arg230365_arg246334	A177ZHG2QYEYYC	a2	I'd like to point out how few disputs there are on the Christian side, that's cuz free minded people dont need to convince other's. We know that there isn't a god, and that its up to us to make our lives.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg229484_arg246334	A1V6CP5I0TOSAR	a2	Even if there was a valid proof for the existence of god, there would be no valid proof that that god is Christian or not.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg246334_arg237637	A1BI6OYSLBMC07	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	god aint flipppin real, so get over it u dumb belivers of god
arg229697_arg246334	A2HO6I23V0847M	a2	Why do you think we can't stand that question? ALso you forgot all the other choices. Hinduism, Buddhism, Islam, Shinto, Judaism one and on	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg246334_arg229265	ADUJUZANFOWKW	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity is perhaps the most vile ideal to poison the minds of men. It's uses, motives, and fictional stories are quite plainly immoral. (http://aynrandlexicon.com/lexicon/religion.html) (http://www.infidels.org/library/modern/richard_carrier/whynotchristian.html) (http://www.goodreads.com/author/quotes/ 3956.Christopher_Hitchens)
arg231491_arg246334	A3L2VS3998R77L	a2	religious people are always using the same argument: you cant prove he doesn't exist!!!!you CANNOT disprove a negative. meaning, you cant prove something is not there,which already is not there.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg246334_arg328210	A23TDYCT5HS5XV	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	I'm Christian and very religious, but if the description of this argument is the qualifying factor, I'm going with Atheism. God isn't Christian.
arg246334_arg231620	A17ELSQUMU0QT6	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	For reasons that should be totally obvious, and which I would assume have been thoroughly fleshed out by others involved.
arg230146_arg246334	A3TKD7EJ6BM0M5	a2	Eh, Atheism is a pretty cool guy. Makes my logic work and doesn't afraid of anything.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg246334_arg229241	AC11ZZ6WKALCS	a2	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Christianity conflicts with historical, archaeological, astronomical, biological, and many other forms of evidence. It denies rational & impartial common sense. Its teachings, written by an all powerful, all knowing, creator of the universe, are filled with contradictions. The arguments for Christianity just don't hold ground (bar one or two, and those are close). Atheism is not perfect, but it is the more logical position of the two.
arg488148_arg246334	A1EU25HIF6NX3E	a2	Did i also mention that christianity condones slavery? If jot I'm sorry	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg231494_arg246334	A1GCFBN6JARDS9	a2	we have scientific evidence that the flood of noah could not have happened. THINK ABOUT THIS : IF THE FLOOD OF NOAH HAPPENED, WE SHOULD EXPECT TO FIND THE REMAINS OF LONG DEAD ANIMALS AND PEOPLE ALL OVER THE WORLD, BUT WE DO NOT FIND THIS AT ALL. DINOSAUR BONES ARE FOUND IN SEVERAL DIFFERENT LAYERS OF ROCK STRATA, AT DIFFERENT DEPTHS. IF THE FLOOD HAD HAPPENED, WE SHOULD EXPECT TO FIND DINOSAURS AND ALL OTHERE REMAINS IN THE SAME LAYER OF ROCK BUT WE DONT.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg246334_arg244579	A39NJG4UQG6M1L	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Neither. Agnostic is the true answer. People can believe there is a God or they can believe there isn't- but they can never know. I personally believe there isn't a God but I can never prove this definitely.
arg246334_arg250867	A3J5FG2II9VHDU	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	If god loves everyone then y does he hate gays and the bible is just a book, have you ever wondered that the one cardinal who translated it changed some things to make "god" look good
arg240623_arg246334	A2AYYBCUJDPLJF	equal	there is no god. Science has proven it. It was just an excuse made up so people from simplier times didnt have to think to hard on those big questions.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg246334_arg240625	AYJGJAIY0EXW	a1	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	christians are also fun to lawl at because they waste half of their sunday going to church. What a waste!!!! HAHAHA
arg246334_arg270902	A375ZHS1J1GZ9U	a2	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.	Religion in the past has caused many wars. It encourages racism , sexism and homophobia. It is something that gives us prejudice. It makes us hate one another. the time has come to put a stop to it.
arg253486_arg246334	ADAQORMVK43CS	a2	This debate presents a false dichotomy in which the only options are christian or atheism. Shouldn't it be "theism or atheism or other"?	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg250846_arg246334	AJX3FR868SKDV	a2	Atheism; I need at least some evidence before I can believe in magic.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg488149_arg246334	A21KAF2UPPRWH7	equal	I am an atheist because i believe that we all have one life that we should enjoy and preserve for all future generations	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
arg231485_arg246334	A23AATS9XFHHZM	equal	ever since recorded history weve believed in sky spirits for which no evidence exists at all.	As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs. With Atheïsm, the concept is pretty clear. It is more scientific, and I like that.
